Filename,DOI,Relevance_Score,Species,Gene,Mod_Type,Phenotype,Quant_Data,Promoter,Terminator,Application_Category
6282295.pdf,Not found,0.9,Brachypodium distachyon,ARF,Observational Study (RNA-seq / Transcriptomics),Expression analysis of ARF genes under various abiotic stresses,"Expression levels of BdARF4, BdARF8, BdARF10, BdARF12, and BdARF18 under Cr3+, Zn2+, PEG, and IAA treatments",,,"Gene expression, Stress resistance"
8313326.pdf,Not found,0.9,Lawsonia inermis,BChE,Observational Study (RNA-seq / Transcriptomics),BChE inhibition,IC50 values for BChE inhibition: 77.13 μM (compound 2); 72.20 μM (compound 5),,,"Chemicals, Pharmaceutical precursors"
7499886.pdf,10.1186/s13059-020-02163-4.,0.9,Arabidopsis thaliana,Transposable Elements (TEs),Observational Study (RNA-seq / Transcriptomics),Abundance of 24-nt siRNAs from TEs,"24-nt siRNA levels from TEs in floral buds, embryos, and leaves; RPM values for TE-derived siRNAs",,,"Gene expression, RNA-seq / Transcriptomics"
10514960.pdf,10.1186/s43897-023-00064-1,0.9,Lilium,LlC3H18,Overexpression,Thermotolerance,Relative ion leakage: 0.3 (HS); Survival rate: 40% (OE-1),LlC3H18 promoter,,"Disease resistance, Thermotolerance"
10514960.pdf,10.1186/s43897-023-00064-1,0.8,Lilium,LlMYB305,Overexpression,Thermotolerance,Relative expression of LlC3H18: 50% (OE); Relative expression of LlWRKY33: 50% (OE),LlMYB305 promoter,,"Thermotolerance, Gene expression"
9675924.pdf,10.34172/apb.2022.080,0.9,Capsicum,Capsaicin,Exogenous Chemical Treatment,Transdermal Delivery,Hot plate latency: 2.95 ± 0.11 seconds; Tail withdrawal latency: 2.95 ± 0.11 seconds,,,"Pharmaceutical precursors, Transdermal delivery"
5895030.pdf,10.1146/annurev-phyto-080614-,0.9,Hyaloperonospora arabidopsidis,HaRxL23,Bioinformatics analysis and experimental validation,Suppression of callose deposition,Mean callose deposition per leaf surface: 100 (HaRxL23); 150 (AvrE1); 300 (WT),,,"Disease resistance, Plant Transformation"
8632879.pdf,10.1038/s41438-021-00695-9,0.9,Citrullus lanatus,ClATM1,CRISPR/Cas9-mediated mutagenesis,Male sterility,Male fertile: 264; Male sterile: 91,,,"Disease resistance, Plant Transformation"
7845765.pdf,10.6084/m9.figsh,0.9,Thalictrum thalictroides,STY1/2,Gene expression analysis,Style length regulation,Relative abundance in floral transcriptomes,,,"Flowering, Gene expression"
7845765.pdf,10.6084/m9.figsh,0.8,Thalictrum hernandezii,JAZ 1-3,Gene expression analysis,Stamen filament elongation,Relative abundance in floral transcriptomes,,,"Flowering, Gene expression"
9369392.pdf,10.3390/ijms23158767,0.9,Vitis vinifera,VvGA3ox2,Observational Study (RNA-seq / Transcriptomics),Seed embryo abortion,Expression level of VvGA3ox2 decreased by 30% in GA-treated plants compared to control; Expression level of VvmiR3633a increased by 20% in GA-treated plants compared to control,,,"Disease resistance, Fruit Property"
10530605.pdf,10.3390/genes14091728/s1,0.9,Melon (Cucumis melo L.),Multiple genes related to photosynthesis and root development,Observational Study (RNA-seq / Transcriptomics),"Reduced chlorophyll content, altered membrane lipid composition, decreased root activity",Chlorophyll content decreased by 20.30%; DGDG molar percentage decreased to 21.89%,,,"Photosynthesis, Root Property"
10392026.pdf,10.1093/hr/uhac260,0.9,Vitis vinifera,VvVPT1,RNA interference (RNAi) and Overexpression (OE),Altered fruit ripening and sugar accumulation,"Soluble solids concentration: 12 g/100 g FW (RNAi), 15 g/100 g FW (WT), 18 g/100 g FW (OE); Sugar content: Sucrose (Suc): 1 mg/g FW (RNAi), 1 mg/g FW (WT), 7 mg/g FW (OE); Glucose (Glc): 1 mg/g FW (RNAi), 1 mg/g FW (WT), 7 mg/g FW (OE); Fructose (Fru): 1 mg/g FW (RNAi), 1 mg/g FW (WT), 7 mg/g FW (OE)",,,"Fruit Property, Fruit yield"
5104743.pdf,10.3389/fpls.2016.01652,0.9,Cucumis sativus L.,CsNOA1,Overexpression and RNAi knockdown,Chilling stress tolerance,Chilling damage index (CI): WT - 0.43 ± 0.01c; RNAi1 - 0.54 ± 0.04a; RNAi6 - 0.57 ± 0.02a; RNAi9 - 0.59 ± 0.02a; OE4 - 0.21 ± 0.04b; OE7 - 0.24 ± 0.06b; OE8 - 0.22 ± 0.04b,,,"Drought tolerance, Stress response"
10815793.pdf,10.3390/ijms25020830,0.9,Oryza sativa,Pb4,Natural Variation / GWAS Analysis,Panicle blast resistance,Percentage of diseased grains: 0-100%; Expression levels of Pb4 in overexpression plants: significantly induced,,,Disease resistance
11855039.pdf,10.3390/genes16020205,0.9,Chlamydia trachomatis,tox,Natural Variation / GWAS Analysis,Tissue tropism,Intact tox ORFs in urogenital strains; Truncated tox ORFs in ocular strains; Absent tox ORFs in LGV strains,,,Disease resistance
3061888.pdf,10.1371/journal.pone.0017997.g006,0.9,Arabidopsis thaliana,BRAHMA (BRM),Observational Study (RNA-seq / Transcriptomics),"Elevated FLC expression, increased H3K4me3, decreased H3K27me3",FLC expression levels increased; H3K4me3 levels increased; H3K27me3 levels decreased,,,"Flowering, Gene expression"
5983727.pdf,Not found,0.9,Triticum aestivum,TaERFL1a,BSMV-VIGS gene silencing,Reduced tolerance to water deficiency,Fresh weight: 0.22 ± 0.006 g/plant; Dry weight: 0.06 ± 0.020 g/plant,,,Drought tolerance
7790903.pdf,Not found,0.9,Panax ginseng,TMEM16A,Observational Study (RNA-seq / Transcriptomics),Increased chloride secretion,ΔIsc = 49.8 ± 2.6 μA/cm²; p < 0.0001,,,"Chemicals, Pharmaceutical precursors"
3440606.pdf,10.3389/fpls.2012.00212,0.9,Zea mays,mudrA,Mu killer-mediated silencing,Silencing of MuDR/Mu transposons,77% silencing effectiveness; 50% purple kernels; 1.8 kb antisense transcript; 1.0 kb sense transcript,TIRA region,,"Gene expression, Disease resistance"
3285762.pdf,Not found,0.9,Tomato,Psy1,EMS-induced point mutation,Altered carotenoid content during fruit ripening,Phytoene content; Lycopene content; β-carotene content; Lutein content,,,"Disease resistance, Fruit Property, Fruit yield, Photosynthesis"
4974277.pdf,10.3389/fpls.2016.01160,0.9,Lolium multiflorum,"NMO, GT, CYP72A-1, CYP72A-2",Observational Study (RNA-seq / Transcriptomics),Constitutive over-expression of herbicide metabolism genes,Relative transcript levels of NMO: 0.7 ± 0.04; GT: 1.3 ± 0.04; CYP72A-1: 0.8 ± 0.03; CYP72A-2: 0.8 ± 0.03,,,Herbicide resistance
7072070.pdf,10.1038/s41438-020-0251-2,0.9,Cucumis sativus,CsACS1G,Copy Number Variation (CNV) at the F locus,Gynoecy instability,Mutation rate ~0.12%; Ethylene release rate decreased by ~70%,Recombinant distal promoter,,"Disease resistance, Flowering"
3270032.pdf,10.1371/journal.pone.0031347.g004,0.9,Nicotiana attenuata,MsCYP6B46,RNA interference (RNAi),Silencing of MsCYP6B46 gene,Transcript levels reduced by threefold; no effect on larval mass gain,,,"Gene expression, Pest resistance"
3270032.pdf,10.1371/journal.pone.0031347.g004,0.8,Nicotiana attenuata,MsCYP4M1,RNA interference (RNAi),Silencing of MsCYP4M1 gene,Transcript levels reduced by 50%; no effect on larval mass gain,,,"Gene expression, Pest resistance"
5430780.pdf,10.1038/s41598-017-01377-0,0.9,Triticum turgidum subsp. durum,"NRT-LA, NRT-HA, AMT, NADH-GOGAT, GS, AsnS",Observational Study (RNA-seq / Transcriptomics),Response to nitrogen starvation,Plant height reduction; Flag leaf area reduction; Spike and seed traits reduction; Total N content reduction,,,"Nitrogen use efficiency, Stress response, Grain development"
4238042.pdf,10.1038/ncomms6468,0.9,Arabidopsis thaliana,"AGO1, AGO2",Observational Study (RNA-seq / Transcriptomics),miRNA sorting efficiency into AGO proteins,Sorting efficiency of miR396* into AtAGO2: 0.8 (mismatch at #1); 0.3 (mismatch at #11); 0.2 (mismatch at #15),,,"Gene expression, RNA silencing"
5109811.pdf,Not found,0.9,Citrus,"Heat shock proteins, HSP70-like protein, RuBisCO-binding 60 kDa chaperonin",Observational Study (Proteomics Analysis),Up-regulation of chaperone-related proteins,Protein yield: 20 mg g⁻¹; Number of detected spots: 130,,,"Disease resistance, Photosynthesis"
6923311.pdf,Not found,0.9,Rice,OsALS,CRISPR/Cas9,Herbicide tolerance,1.4–6.3% (per total hygromycin tolerant calli),,,Herbicide resistance
5398497.pdf,10.1371/journal.pone.0175178.g001,0.9,Solanum lycopersicum,miRNAs,Observational Study (RNA-seq / Transcriptomics),Differential expression of miRNAs during tomato-RKN interaction,Fold change in miRNA expression; Negative correlation between miRNA and target gene expression,,,"Gene expression, Disease resistance"
6627569.pdf,Not found,0.9,Solanum lycopersicum,miRNAs,Observational Study (RNA-seq / Transcriptomics),Expression of miRNAs under stress conditions,Number of known miRNAs: 100; Number of novel miRNAs: 62,,,"Gene expression, Stress resistance"
10531271.pdf,Not found,0.9,Eleusine indica,gdhA,Observational Study (RNA-seq / Transcriptomics),Glufosinate resistance,Relative expression of gdhA gene: NX (susceptible) vs. CS (resistant) vs. AUS (resistant); Fold change in expression under glufosinate stress,,,Disease resistance
10485273.pdf,10.1007/s00122-016-2788-x,0.9,Pilosella piloselloides,PAR,Observational Study (RNA-seq / Transcriptomics),Parthenogenesis,Allele sequence divergence (ASD) analysis; Transposable element insertion in promoter,Contains transposable element insertion,,"Gene expression, Disease resistance"
9037295.pdf,10.3389/fpls.2022.853435,0.9,Oryza sativa,OsGH3.2,CRISPR/Cas9 knockout,"Altered root architecture, increased arbuscule size, enhanced AM colonization",Root length: 10 cm (mutant) vs 15 cm (wild-type); Arbuscule length: 150 µm (mutant) vs 100 µm (wild-type),OsGH3.2 promoter,,"Disease resistance, Symbiosis"
5558127.pdf,10.3389/fpls.2017.01399,0.9,Arabidopsis thaliana,GLYR1,Overexpression,Root growth under chilling stress,Root length gain: 10 mm (control); 8 mm (1 mM glyoxylate); 6 mm (2 mM glyoxylate),,,"Drought tolerance, Stress response"
5558127.pdf,10.3389/fpls.2017.01399,0.9,Arabidopsis thaliana,GLYR2,Knockout,Root growth under chilling stress,Root length gain: 10 mm (control); 7 mm (1 mM glyoxylate); 5 mm (2 mM glyoxylate),,,"Drought tolerance, Stress response"
4623688.pdf,10.1093/jxb/erv385,0.9,Oryza sativa,OsPIN2,Overexpression,Enhanced aluminum internalization,Al concentration in cell sap: 140 μmol L⁻¹ (OX1); Al content in cell wall: 1.2 nmol per segment (OX1),,,"Disease resistance, Aluminum tolerance"
8263708.pdf,10.1038/s41438-021-00604-0,0.9,Oryza sativa,PvC3H69,Overexpression,Delayed leaf senescence,Chlorophyll content increased; ABA content decreased,,,"Leaf property, Leaf yield"
10690419.pdf,10.3389/fpls.2023.1287843,0.9,Arabidopsis thaliana,NRT1.5,Observational Study (RNA-seq / Transcriptomics),"Root architecture, Chlorosis, Root hair density",Root length; Chlorosis frequency; Root hair density,PHO1 promoter,,"Root Property, Root yield, Disease resistance"
2413271.pdf,10.1093/jxb/ern090,0.9,Nicotiana tabacum,DNase,Observational Study (RNA-seq / Transcriptomics),Internucleosomal DNA fragmentation,Fragmentation detected after 7 days of treatment with 50 μM CdSO4; Fragmentation detected after freezing in liquid nitrogen,,,"Gene expression, Disease resistance"
5817874.pdf,10.2174/1389202918666170228134530,0.9,Rice,Glyoxalase,Overexpression,Salt stress tolerance,Fold change in miRNA expression; miRNA target prediction,,,"Disease resistance, Stress tolerance"
7010060.pdf,10.2903/j.efsa.2017.5000,0.9,Zea mays,Cry1F,Gene Expression,Resistance to lepidopteran pests,4.3 ± 1.3 μg/g dry weight; 2.5–8.7 μg/g dry weight,ubiZM1,pinII,Disease resistance
7010060.pdf,10.2903/j.efsa.2017.5000,0.9,Zea mays,PAT,Gene Expression,Resistance to glufosinate,0.099 ± 0.066 μg/g dry weight,35S,nos,Herbicide resistance
5919044.pdf,10.1371/journal.pone.0196473.g002,0.9,Cerasus humilis,ycf1,Observational Study (RNA-seq / Transcriptomics),Gene deletion at IRB/SSC boundary,"Gene size: 5,607 bp to 5,664 bp",,,"Disease resistance, Photosynthesis"
8472751.pdf,10.3390/biology10090828,0.9,Oryza sativa,"sh4, qsh1",Observational Study (RNA-seq / Transcriptomics),"Seed shattering, seed dormancy","Variable sites in sh4: 101 (wild), 35 (weedy), 4 (cultivated); Variable sites in qsh1: 70 (wild), 33 (weedy), 24 (cultivated)",,,"Seed Property, Seed Dormancy"
3862643.pdf,10.1016/j.ye-,0.9,Erythrina mulungu,Nicotinic acetylcholine receptor,Observational Study (RNA-seq / Transcriptomics),Inhibition of nicotinic acetylcholine receptor currents,IC50 values: 5.9 μM (α7); 4.4 nM (α4β2),,,"Chemicals, Pharmaceutical precursors"
8584037.pdf,10.3390/ijms222111458/s1.,0.9,Lycoris aurea,LaABCB11,Observational Study (RNA-seq / Transcriptomics),Expression of LaABCB11 in different tissues,Roots: 1.0; Bulbs: 0.5; Leaves: 1.5,,,"Chemicals, Transport processes"
6092703.pdf,10.3389/fpls.2018.01150,0.9,Glycine max (soybean),GmIPT5,Exogenous Chemical Treatment,Increased expression of GmIPT5 in the shoot following inoculation with B. diazoefficiens,Transcript abundance: 0.12 (inoculated) vs. 0.03 (uninoculated),,,"Gene expression, Disease resistance"
8074585.pdf,10.3390/foods1004,0.9,Triticum monococcum,Gliadin,In vitro and ex vivo toxicity tests,Reduced immunotoxic potential,No agglutination in K562(S) cells; reduced T-cell response,,,"Disease resistance, Gluten-free diet"
9273799.pdf,10.1186/s12284-022-00583-3,0.9,Rice,OsFPN1,EMS-induced mutation and CRISPR/Cas9 knockout,Increased Co and Ni accumulation in shoots and grains; suppressed growth under high Co and Ni conditions,Grain Co: 0.35 mg/kg; Grain Ni: 0.30 mg/kg; Shoot Co: 0.20 mg/kg; Shoot Ni: 0.25 mg/kg,,,"Disease resistance, Nutrient utilization"
4172855.pdf,Not found,0.9,Arabidopsis thaliana,RfBP,Transgenic overexpression,Early flowering,Days to flowering: 18 (RfBP+); Rosette leaves: 9 (RfBP+),,,"Flowering, Above-ground biomass property"
7793673.pdf,10.3389/fpls.2020.604690,0.9,Glycine max (soybean),GmGRAS37,Overexpression,Improved drought and salt tolerance,"Higher expression levels of GmDREB1, GmNCED3, GmCLC1, GmSOS1, GmSOD1, and GmSOD2 under stress conditions",CaMV 35S promoter,,"Drought tolerance, Salt tolerance"
5618630.pdf,Not found,0.9,Festuca arundinacea,FaHSFA2c,Observational Study (RNA-seq / Transcriptomics),Improved heat tolerance,Increased leaf photochemical efficiency; Increased membrane stability,Contains ABA responsive elements and heat shock element (HSE),,"Heat tolerance, Stress response"
9560603.pdf,10.1371/journal.pcbi.1010578.g004,0.9,Vigna radiata,Vr-PPase,Observational Study (RNA-seq / Transcriptomics),Anionic lipid interactions at four distinct sites,"Normalized lipid contacts with POPA, POPG, POPS; average residence time of 0.1 μs for distal site",,,"Gene expression, Above-ground biomass property"
6286955.pdf,10.1038/s41426-018-0208-9,0.9,Bats,DPP4,Overexpression,Increased susceptibility to MERS-CoV,Viral load increase; mRNA expression level,,,"Disease resistance, Virus susceptibility"
11726054.pdf,Not found,0.9,Arabidopsis thaliana,ABF3,Overexpression,Enhanced jasmonate signaling under salinity stress,Root length: 3.0 cm (WT); 2.5 cm (ABF3-OE-L5); Anthocyanin content: 0.8 (WT); 1.2 (ABF3-OE-L5),,,"Disease resistance, Stress tolerance"
3591138.pdf,10.1155/2013/654120,0.9,Arabidopsis thaliana,"CBF1, CBF2, DREB2A",Overexpression,"Increased drought, cold, and salinity tolerance",Gene expression levels increased by 2.5-fold; Proline accumulation increased by 1.8-fold,,,"Drought tolerance, Cold tolerance, Salinity tolerance"
3591138.pdf,10.1155/2013/654120,0.8,Rice,"GF14b, GF14c",Overexpression,"Enhanced response to salinity, drought, and fungal infection",Gene expression levels increased by 1.5-fold; Stress protein production increased by 1.2-fold,,,"Drought tolerance, Salinity tolerance, Pathogen resistance"
9464435.pdf,10.7717/peerj.14021,0.9,Arabidopsis thaliana,JfDREB1A,Overexpression,Enhanced cold tolerance,Survival rate: 85% (transgenic) vs 5% (wild-type); Relative electric conductivity: 20% (transgenic) vs 40% (wild-type); SOD activity: 60 U/g (transgenic) vs 30 U/g (wild-type); POD activity: 9000 U/g (transgenic) vs 6000 U/g (wild-type); CAT activity: 120 mmol/min/g (transgenic) vs 60 mmol/min/g (wild-type),,,"Disease resistance, Photosynthesis, Plant Transformation"
5678596.pdf,10.1186/s13007-017-0247-6,0.9,Arabidopsis thaliana,Rubisco,Observational Study (RNA-seq / Transcriptomics),"Slow growth, Pale leaves",Projected Rosette Area (PRA); Relative Expansion Rate (RER),,,"Gene expression, Disease resistance"
4331309.pdf,Not found,0.9,Lathyrus sativus,MLO-like gene,Observational Study (RNA-seq / Transcriptomics),Partial resistance to rust,Log2 fold change in expression: -0.53 (resistant genotype); -1.76 (susceptible genotype),,,Disease resistance
3103426.pdf,Not found,0.9,Actinidia spp.,"MADS-box genes (FUL-like, FUL, AP3-1, PI, AG, SEP1, SEP3, SEP4)",Overexpression in Arabidopsis,"Floral transition promotion, altered floral organ development",Flowering time under LD: 19.1 ± 0.5 days; Flowering time under SD: 27.0 ± 2.9 days,35S promoter,,"Flowering, Gene expression"
9583260.pdf,10.1007/s001220051639,0.9,Gossypium hirsutum,GhNHX1,Overexpression of AtNHX1,Salt tolerance,Increased Na+/H+ antiporter activity; Higher vacuolar Na+ accumulation,,,"Disease resistance, Salt tolerance"
7652607.pdf,Not found,0.9,Pistacia lentiscus,NF-κB,Observational Study (RNA-seq / Transcriptomics),Reduced NF-κB activation,NF-κB p65 subunit expression levels decreased by 30% (P.l 1:10) and 50% (P.l 1:100) compared to LPS alone,,,"Gene expression, Disease resistance"
7652607.pdf,Not found,0.8,Pistacia lentiscus,ACLY,Observational Study (RNA-seq / Transcriptomics),Reduced ACLY activity,ACLY activity decreased by 25% (P.l 1:10) and 20% (P.l 1:100) compared to LPS alone,,,"Gene expression, Disease resistance"
6184605.pdf,10.1093/jxb/ery300,0.9,Oryza sativa,"OsCCD1, OsCCD4a, OsCCD4b",RNAi-mediated suppression,Increased carotenoid content,Leaf carotenoids increased by 1.35-fold; Seed carotenoids increased by 1.4-1.6-fold,,,"Above-ground biomass property, Nutrient utilization"
10671120.pdf,Not found,0.9,Quercus mongolica,QmBRI1,Overexpression,Increased vascular bundle numbers and xylem differentiation,Vascular bundle number increased from 5 to 7; Xylem differentiation enhanced,35S promoter,,"Above-ground biomass property, Wood biomass property"
